,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-EOE02-D5821,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT11 (1/1),,,,,,,,,,,,,,,A,XK21A-0DPCT-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPCT-101,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT11 (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5821,程正維  Ext.:28057,EE-0118,A
1,TC0-1-EOE02-D5826,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT12 (1/1),,,,,,,,,,,,,,,A,XK21A-0DPCT-106,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPCT-106,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT12 (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5826,程正維  Ext.:28057,EE-0118,A
2,TC0-1-EOE02-D5881,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT21 (1/1),,,,,,,,,,,,,,,A,XK21A-0DPCT-201,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPCT-201,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT21 (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5881,程正維  Ext.:28057,EE-0118,A
3,TC0-1-EOE02-D5886,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT22 (1/1),,,,,,,,,,,,,,,A,XK21A-0DPCT-206,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPCT-206,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-CT22 (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5886,程正維  Ext.:28057,EE-0118,A
4,TC0-1-EOE02-D5841,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-EDG (1/1),,,,,,,,,,,,,,,A,XK21A-0DPDG-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPDG-101,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-EDG (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5841,程正維  Ext.:28057,EE-0118,A
5,TC0-1-EOE02-D5861,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DWTP DC SYSTEM,,,,,,,,,,,,,,,A,XK21A-0DPDW-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPDW-001,ELECTRICAL SINGLE LINE DIAGRAM FOR DWTP DC SYSTEM,B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5861,程正維  Ext.:28057,EE-0118,A
6,TC0-1-EOE02-D5871,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-DWTP (1/3),,,,,,,,,,,,,,,A,XK21A-0DPDW-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPDW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-DWTP (1/3),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5871,程正維  Ext.:28057,EE-0118,A
7,TC0-1-EOE02-D5872,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-DWTP (2/3),,,,,,,,,,,,,,,A,XK21A-0DPDW-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPDW-102,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-DWTP (2/3),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5872,程正維  Ext.:28057,EE-0118,A
8,TC0-1-EOE02-D5873,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-DWTP (3/3),,,,,,,,,,,,,,,A,XK21A-0DPDW-103,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPDW-103,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-DWTP (3/3),A,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5873,程正維  Ext.:28057,EE-0118,A
9,TC0-1-EOE02-D5801,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR SEH DC SYSTEM,,,,,,,,,,,,,,,A,XK21A-0DPEH-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPEH-001,ELECTRICAL SINGLE LINE DIAGRAM FOR SEH DC SYSTEM,B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5801,程正維  Ext.:28057,EE-0118,A
10,TC0-1-EOE02-D5802,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-SEH (1/2),,,,,,,,,,,,,,,A,XK21A-0DPEH-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPEH-101,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-SEH (1/2),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5802,程正維  Ext.:28057,EE-0118,A
11,TC0-1-EOE02-D5803,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-SEH (2/2),,,,,,,,,,,,,,,A,XK21A-0DPEH-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPEH-102,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-SEH (2/2),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5803,程正維  Ext.:28057,EE-0118,A
12,TC0-1-EOE02-D5851,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-FWRW (1/1),,,,,,,,,,,,,,,A,XK21A-0DPFW-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPFW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-FWRW (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5851,程正維  Ext.:28057,EE-0118,A
13,TC0-1-EOE02-D5862,,,,,,A,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-WWTP (1/1),,,,,,,,,,,,,,,A,XK21A-0DPWW-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0DPWW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR DDP-WWTP (1/1),A,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5862,程正維  Ext.:28057,EE-0118,A
14,TC0-1-EOE02-D5921,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-CT1 (1/1),,,,,,,,,,,,,,,A,XK21A-0UPCT-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0UPCT-101,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-CT1 (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5921,程正維  Ext.:28057,EE-0118,A
15,TC0-1-EOE02-D5926,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-CT2 (1/1),,,,,,,,,,,,,,,A,XK21A-0UPCT-106,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0UPCT-106,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-CT2 (1/1),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5926,程正維  Ext.:28057,EE-0118,A
16,TC0-1-EOE02-D5971,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-DWTP (1/3),,,,,,,,,,,,,,,A,XK21A-0UPDW-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0UPDW-101,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-DWTP (1/3),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5971,程正維  Ext.:28057,EE-0118,A
17,TC0-1-EOE02-D5972,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-DWTP (2/3),,,,,,,,,,,,,,,A,XK21A-0UPDW-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0UPDW-102,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-DWTP (2/3),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5972,程正維  Ext.:28057,EE-0118,A
18,TC0-1-EOE02-D5973,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-DWTP (3/3),,,,,,,,,,,,,,,A,XK21A-0UPDW-103,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0UPDW-103,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-DWTP (3/3),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5973,程正維  Ext.:28057,EE-0118,A
19,TC0-1-EOE02-D5901,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-SEH (1/3),,,,,,,,,,,,,,,A,XK21A-0UPEH-101,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0UPEH-101,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-SEH (1/3),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5901,程正維  Ext.:28057,EE-0118,A
20,TC0-1-EOE02-D5902,,,,,,B,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-SEH (2/3),,,,,,,,,,,,,,,A,XK21A-0UPEH-102,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0370,TPC-TC(C0)-CD-22-0370,IFA,2022/06/09,2022/05/09,XK21A-0UPEH-102,ELECTRICAL SINGLE LINE DIAGRAM FOR UDP-SEH (2/3),B,A,DC UPS ELECTRICAL SINGLE LINE DIAGRAM,TC0-1-EOE02-D5902,程正維  Ext.:28057,EE-0118,A
