,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-III02-M9004,,,,,,A,Catalog for Thermocouple and Temperature Transmitter,,,,,,,,,,,,,,,A,M0004B-TAILOK-0004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1039,TPC-TC(C0)-CD-22-1039,IFA,2022/10/08,2022/09/08,M0004B-TAILOK-0004,Catalog for Thermocouple and Temperature Transmitter,A,A,"Catalog/Installation, Operation and Maintenance Manuals/Specifications,Calculation Sheet/Certificate for Type of Hazardous Area Protection and Enclosure Protection/Certificates for Material for Thermocouple and Temperature Transmitter ",TC0-1-III02-M9004,王鵬豪  Ext.:25199,R,VDR-M0004B-TAILOK-0005
1,TC0-1-III02-M9005,,,,,,A,"Installation, Operation and Maintenance Manuals for Thermocouple and Temperature Transmitter",,,,,,,,,,,,,,,A,M0004B-TAILOK-0005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1039,TPC-TC(C0)-CD-22-1039,IFA,2022/10/08,2022/09/08,M0004B-TAILOK-0005,"Installation, Operation and Maintenance Manuals for Thermocouple and Temperature Transmitter",A,A,"Catalog/Installation, Operation and Maintenance Manuals/Specifications,Calculation Sheet/Certificate for Type of Hazardous Area Protection and Enclosure Protection/Certificates for Material for Thermocouple and Temperature Transmitter ",TC0-1-III02-M9005,王鵬豪  Ext.:25199,R,VDR-M0004B-TAILOK-0005
2,TC0-1-III02-S9008,,,,,,A,Specifications/ Calculation Sheet for Thermocouple and Temperature Transmitter,,,,,,,,,,,,,,,A,M0004B-TAILOK-0008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1039,TPC-TC(C0)-CD-22-1039,IFA,2022/10/08,2022/09/08,M0004B-TAILOK-0008,Specifications/ Calculation Sheet for Thermocouple and Temperature Transmitter,A,A,"Catalog/Installation, Operation and Maintenance Manuals/Specifications,Calculation Sheet/Certificate for Type of Hazardous Area Protection and Enclosure Protection/Certificates for Material for Thermocouple and Temperature Transmitter ",TC0-1-III02-S9008,王鵬豪  Ext.:25199,R,VDR-M0004B-TAILOK-0005
3,TC0-1-III02-R9010,,,,,,A,Certificate for Type of Hazardous Area Protection and Enclosure Protection for Thermocouple and Temperature Transmitter,,,,,,,,,,,,,,,A,M0004B-TAILOK-0010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1039,TPC-TC(C0)-CD-22-1039,IFA,2022/10/08,2022/09/08,M0004B-TAILOK-0010,Certificate for Type of Hazardous Area Protection and Enclosure Protection for Thermocouple and Temperature Transmitter,A,A,"Catalog/Installation, Operation and Maintenance Manuals/Specifications,Calculation Sheet/Certificate for Type of Hazardous Area Protection and Enclosure Protection/Certificates for Material for Thermocouple and Temperature Transmitter ",TC0-1-III02-R9010,王鵬豪  Ext.:25199,R,VDR-M0004B-TAILOK-0005
4,TC0-1-III02-R9011,,,,,,A,Certificates for Material for Thermocouple and Temperature Transmitter,,,,,,,,,,,,,,,A,M0004B-TAILOK-0011,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1039,TPC-TC(C0)-CD-22-1039,IFA,2022/10/08,2022/09/08,M0004B-TAILOK-0011,Certificates for Material for Thermocouple and Temperature Transmitter,A,A,"Catalog/Installation, Operation and Maintenance Manuals/Specifications,Calculation Sheet/Certificate for Type of Hazardous Area Protection and Enclosure Protection/Certificates for Material for Thermocouple and Temperature Transmitter ",TC0-1-III02-R9011,王鵬豪  Ext.:25199,R,VDR-M0004B-TAILOK-0005
