,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-URD02-D5001,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR  RAW WATER BUFFER TANK AREA 3210 (1/3),,,,,,,,,,,,,,,A,XG31-3210-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-001,A/G PIPING ARRANGEMENT DRAWING FOR  RAW WATER BUFFER TANK AREA 3210 (1/3),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-URD02-D5001,施韋考  Ext.:26356,PP-0176,A
1,TC0-1-URD02-D5002,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR  RAW WATER BUFFER TANK AREA 3210 (2/3),,,,,,,,,,,,,,,A,XG31-3210-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-002,A/G PIPING ARRANGEMENT DRAWING FOR  RAW WATER BUFFER TANK AREA 3210 (2/3),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-URD02-D5002,施韋考  Ext.:26356,PP-0176,A
2,TC0-1-KDD02-D5001,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (1/6),,,,,,,,,,,,,,,A,XG31-3210-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-003,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (1/6),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-KDD02-D5001,施韋考  Ext.:26356,PP-0176,A
3,TC0-1-KDD02-D5002,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (2/6),,,,,,,,,,,,,,,A,XG31-3210-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-004,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (2/6),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-KDD02-D5002,施韋考  Ext.:26356,PP-0176,A
4,TC0-1-KDD02-D5003,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (3/6),,,,,,,,,,,,,,,A,XG31-3210-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-005,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (3/6),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-KDD02-D5003,施韋考  Ext.:26356,PP-0176,A
5,TC0-1-KDD02-D5004,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (4/6),,,,,,,,,,,,,,,A,XG31-3210-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-006,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (4/6),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-KDD02-D5004,施韋考  Ext.:26356,PP-0176,A
6,TC0-1-KDD02-D5005,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (5/6),,,,,,,,,,,,,,,A,XG31-3210-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-007,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (5/6),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-KDD02-D5005,施韋考  Ext.:26356,PP-0176,A
7,TC0-1-KDD02-D5006,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (6/6),,,,,,,,,,,,,,,A,XG31-3210-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-008,A/G PIPING ARRANGEMENT DRAWING FOR DEMINERALIZED WATER TREATMENT PLANT AREA 3210 (6/6),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-KDD02-D5006,施韋考  Ext.:26356,PP-0176,A
8,TC0-1-URD02-D5018,,,,,,A,A/G PIPING ARRANGEMENT DRAWING FOR  RAW WATER BUFFER TANK AREA 3210 (3/3),,,,,,,,,,,,,,,A,XG31-3210-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3210-009,A/G PIPING ARRANGEMENT DRAWING FOR  RAW WATER BUFFER TANK AREA 3210 (3/3),A,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-URD02-D5018,施韋考  Ext.:26356,PP-0176,A
9,TC0-1-KRD02-D5001,,,,,,B,A/G PIPING ARRANGEMENT DRAWING FOR AMMONIA STORAGE AREA 3220 (1/5),,,,,,,,,,,,,,,A,XG31-3220-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1456,TPC-TC(C0)-CD-22-1456,IFA,2022/11/20,2022/10/21,XG31-3220-001,A/G PIPING ARRANGEMENT DRAWING FOR AMMONIA STORAGE AREA 3220 (1/5),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR COMMON AREA 3210,3220,3230,3240",TC0-1-KRD02-D5001,施韋考  Ext.:26356,PP-0176,A
