,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCNATURE,DOCCLASS,TAGNO,CLIENTDOCNO,DESCRIPTION
0,HT-D1-CTC-GEL-22-0040,IFA,2022/02/03,,XK71B-0ADM0-001,PUBLIC ADDRESS SYSTEM LAYOUT FOR ADMINISTRATION BUILDING & RECEPTION CENTER (1/7),A,,A,,HT0-1-EAE01-D5031,Public Address System Layout for  Administration Building and Reception Center 行政大樓與接待中心廣播系統
1,HT-D1-CTC-GEL-22-0040,IFA,2022/02/03,,XK71B-0ADM0-002,PUBLIC ADDRESS SYSTEM LAYOUT FOR ADMINISTRATION BUILDING & RECEPTION CENTER (2/7),A,,A,,HT0-1-EAE01-D5032,Public Address System Layout for  Administration Building and Reception Center 行政大樓與接待中心廣播系統
2,HT-D1-CTC-GEL-22-0040,IFA,2022/02/03,,XK71B-0ADM0-003,PUBLIC ADDRESS SYSTEM LAYOUT FOR ADMINISTRATION BUILDING & RECEPTION CENTER (3/7),A,,A,,HT0-1-EAE01-D5033,Public Address System Layout for  Administration Building and Reception Center 行政大樓與接待中心廣播系統
3,HT-D1-CTC-GEL-22-0040,IFA,2022/02/03,,XK71B-0ADM0-004,PUBLIC ADDRESS SYSTEM LAYOUT FOR ADMINISTRATION BUILDING & RECEPTION CENTER (4/7),A,,A,,HT0-1-EAE01-D5034,Public Address System Layout for  Administration Building and Reception Center 行政大樓與接待中心廣播系統
4,HT-D1-CTC-GEL-22-0040,IFA,2022/02/03,,XK71B-0ADM0-005,PUBLIC ADDRESS SYSTEM LAYOUT FOR ADMINISTRATION BUILDING & RECEPTION CENTER (5/7),A,,A,,HT0-1-EAE01-D5035,Public Address System Layout for  Administration Building and Reception Center 行政大樓與接待中心廣播系統
5,HT-D1-CTC-GEL-22-0040,IFA,2022/02/03,,XK71B-0ADM0-006,PUBLIC ADDRESS SYSTEM LAYOUT FOR ADMINISTRATION BUILDING & RECEPTION CENTER (6/7),A,,A,,HT0-1-EAE01-D5036,Public Address System Layout for  Administration Building and Reception Center 行政大樓與接待中心廣播系統
6,HT-D1-CTC-GEL-22-0040,IFA,2022/02/03,,XK71B-0ADM0-007,PUBLIC ADDRESS SYSTEM LAYOUT FOR ADMINISTRATION BUILDING & RECEPTION CENTER (7/7),A,,A,,HT0-1-EAE01-D5037,Public Address System Layout for  Administration Building and Reception Center 行政大樓與接待中心廣播系統
