,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-0294,IFA,2022/05/18,2022/04/18,TC0-1-EYE02-S5008,O&M instruction manuals for 345kV/161kV XLPE CABLE PARTIAL DISCHARGE MONITORING SYSTEM,A,A,O&M instruction manuals for 345kV/161kV XLPE CABLE PARTIAL DISCHARGE MONITORING SYSTEM,TC0-1-EYE02-S5008,程正維  Ext.:28057,R
