,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-UWM02-D7301,,,,,,A,PFD - WASTEWATER COLLECTION SYSTEM (HIGH POLLUTED CHEMICAL) (1/2),,,,,,,,,,,,,,,A,XC41A-7130-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0028,TPC-TC(C0)-CD-22-0028,IFA,2022/02/07,2022/01/07,XC41A-7130-001,PFD - WASTEWATER COLLECTION SYSTEM (HIGH POLLUTED CHEMICAL) (1/2),A,A,PFD for Wastewater Collection System (High Polluted Chemical)_RA,TC0-1-UWM02-D7301,蕭舜予  Ext.:22121 ,PS-0175
1,TC0-1-UWM02-D7302,,,,,,A,PFD - WASTEWATER COLLECTION SYSTEM (HIGH POLLUTED CHEMICAL) (2/2),,,,,,,,,,,,,,,A,XC41A-7130-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0028,TPC-TC(C0)-CD-22-0028,IFA,2022/02/07,2022/01/07,XC41A-7130-002,PFD - WASTEWATER COLLECTION SYSTEM (HIGH POLLUTED CHEMICAL) (2/2),A,A,PFD for Wastewater Collection System (High Polluted Chemical)_RA,TC0-1-UWM02-D7302,蕭舜予  Ext.:22121 ,PS-0175
2,TC0-1-UWM02-D7303,,,,,,A,PFD - CABLE TUNNEL DRAINAGE COLLECTION SYSTEM (1/1),,,,,,,,,,,,,,,A,XC41A-7130-003,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0028,TPC-TC(C0)-CD-22-0028,IFA,2022/02/07,2022/01/07,XC41A-7130-003,PFD - CABLE TUNNEL DRAINAGE COLLECTION SYSTEM (1/1),A,A,PFD for Wastewater Collection System (High Polluted Chemical)_RA,TC0-1-UWM02-D7303,蕭舜予  Ext.:22121 ,PS-0175
