,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KDM02-D0067,,,,,,B,"Piping Supports Locations, Loading Information and Detail Drawings for DWTS",,,,,,,,,,,,,,,A,F0002-TSK-9067,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0447,TPC-TC(C0)-CD-22-0447,IFA,2022/06/30,2022/05/30,F0002-TSK-9067,"Piping Supports Locations, Loading Information and Detail Drawings for DWTS",B,A,"Piping Supports Locations, Loading Information and Detail Drawings for DWTS",TC0-1-KDM02-D0067,蕭舜予  Ext.:22121 ,I
