,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ENE02-D5281,,,,,,A,LIGHTNING PROTECTION LAYOUT FOR LUBE OIL STORAGE AREA,,,,,,,,,,,,,,,A,XK51A-0LOSL-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1599,TPC-TC(C0)-CD-22-1599,IFA,2022/12/02,2022/11/02,XK51A-0LOSL-001,LIGHTNING PROTECTION LAYOUT FOR LUBE OIL STORAGE AREA,A,A,LIGHTNING PROTECTION LAYOUT FOR LUBE OIL STORAGE AREA,TC0-1-ENE02-D5281,程正維  Ext.:28057,EE-0421,A
1,TC0-1-ENE02-D5282,,,,,,A,LIGHTNING PROTECTION LAYOUT FOR LUBE OIL STORAGE AREA ELEVATION,,,,,,,,,,,,,,,A,XK51A-0LOSL-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1599,TPC-TC(C0)-CD-22-1599,IFA,2022/12/02,2022/11/02,XK51A-0LOSL-002,LIGHTNING PROTECTION LAYOUT FOR LUBE OIL STORAGE AREA ELEVATION,A,A,LIGHTNING PROTECTION LAYOUT FOR LUBE OIL STORAGE AREA,TC0-1-ENE02-D5282,程正維  Ext.:28057,EE-0421,A
