,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ELE02-D5301,,,,,,A,LIGHTING LAYOUT FOR WASTE STORAGE AREA NO.1,,,,,,,,,,,,,,,A,XK61A-0IWS0-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0345,TPC-TC(C0)-CD-22-0345,IFA,2022/06/03,2022/05/03,XK61A-0IWS0-001,LIGHTING LAYOUT FOR WASTE STORAGE AREA NO.1,A,A,LIGHTING AND RECEPTACLE LAYOUT FOR WASTE STORAGE AREA NO.1,TC0-1-ELE02-D5301,程正維  Ext.:28057,EE-0109,A
1,TC0-1-ELE02-D5311,,,,,,A,LIGHTING LAYOUT RECEPTACLE FOR WASTE STORAGE AREA NO.1,,,,,,,,,,,,,,,A,XK61A-0IWS0-101,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0345,TPC-TC(C0)-CD-22-0345,IFA,2022/06/03,2022/05/03,XK61A-0IWS0-101,LIGHTING LAYOUT RECEPTACLE FOR WASTE STORAGE AREA NO.1,A,A,LIGHTING AND RECEPTACLE LAYOUT FOR WASTE STORAGE AREA NO.1,TC0-1-ELE02-D5311,程正維  Ext.:28057,EE-0109,A
