,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-EAE02-D5101,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR NEW 345kV GIS SOUTH BUILDING,,,,,,,,,,,,,,,A,XK71B-0GIS0-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1474,TPC-TC(C0)-CD-22-1474,IFA,2022/11/23,2022/10/24,XK71B-0GIS0-001,PUBLIC ADDRESS SYSTEM LAYOUT FOR NEW 345kV GIS SOUTH BUILDING,A,A,PA SYSTEM LAYOUT FOR NEW 345kV / 161kV GIS BUILDING,TC0-1-EAE02-D5101,程正維  Ext.:28057,EE-0399,A
1,TC0-1-EAE02-D5102,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR NEW 345kV GIS NORTH BUILDING,,,,,,,,,,,,,,,A,XK71B-0GIS0-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1474,TPC-TC(C0)-CD-22-1474,IFA,2022/11/23,2022/10/24,XK71B-0GIS0-002,PUBLIC ADDRESS SYSTEM LAYOUT FOR NEW 345kV GIS NORTH BUILDING,A,A,PA SYSTEM LAYOUT FOR NEW 345kV / 161kV GIS BUILDING,TC0-1-EAE02-D5102,程正維  Ext.:28057,EE-0399,A
2,TC0-1-EAE02-D5105,,,,,,A,PUBLIC ADDRESS SYSTEM LAYOUT FOR NEW 161kV GIS BUILDING,,,,,,,,,,,,,,,A,XK71B-0GIS0-003,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1474,TPC-TC(C0)-CD-22-1474,IFA,2022/11/23,2022/10/24,XK71B-0GIS0-003,PUBLIC ADDRESS SYSTEM LAYOUT FOR NEW 161kV GIS BUILDING,A,A,PA SYSTEM LAYOUT FOR NEW 345kV / 161kV GIS BUILDING,TC0-1-EAE02-D5105,程正維  Ext.:28057,EE-0399,A
