,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-UAM02-M7039,,,,,,A,Catalogs For Bolt & Nut for Fire Fighting Migrates scope,,,,,,,,,,,,,,,I,TC-Hongl-M3003-6001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0239,TPC-TC(C0)-CD-22-0239,IFI,2022/04/30,2022/03/31,TC-Hongl-M3003-6001,Catalogs For Bolt & Nut for Fire Fighting Migrates scope,A,I,Catalogs For Gasket &Bolt & Nut for Fire Fighting Migrates scope,TC0-1-UAM02-M7039,施韋考  Ext.:26356,I
1,TC0-1-UAM02-M7040,,,,,,A,Catalogs For Gasket for Fire Fighting Migrates scope,,,,,,,,,,,,,,,I,TC-Hongl-M3003-6002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0239,TPC-TC(C0)-CD-22-0239,IFI,2022/04/30,2022/03/31,TC-Hongl-M3003-6002,Catalogs For Gasket for Fire Fighting Migrates scope,A,I,Catalogs For Gasket &Bolt & Nut for Fire Fighting Migrates scope,TC0-1-UAM02-M7040,施韋考  Ext.:26356,I
