,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-CNC02-D3301,,,,,,A,MAIN CONTROL BUILDING (BLD-3302) SRC STRUCTURE PILING PLAN,,,,,,,,,,,,,,,A,XF38B-3300-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0082,TPC-TC(C0)-CD-22-0082,IFA,2022/02/28,2022/01/28,XF38B-3300-001,MAIN CONTROL BUILDING (BLD-3302) SRC STRUCTURE PILING PLAN,A,A,Main Control Building (BLD-3302) - Piling Plan_RA,TC0-1-CNC02-D3301,陳博仁  Ext.:23341,CB-0139
1,TC0-1-CNC02-C3301,,,,,,A,CALCULATION SHEET FOR MAIN CONTROL BUILDING (BLD-3302) PILING,,,,,,,,,,,,,,,A,XF38B-3300-001C,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0082,TPC-TC(C0)-CD-22-0082,IFA,2022/02/28,2022/01/28,XF38B-3300-001C,CALCULATION SHEET FOR MAIN CONTROL BUILDING (BLD-3302) PILING,A,A,Main Control Building (BLD-3302) - Piling Plan_RA,TC0-1-CNC02-C3301,陳博仁  Ext.:23341,CB-0139
