,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-UWM02-A9603,,,,,,A,Recommended Spare Parts List for Three Years of Operation for Vertical Centrifugal Pump,,,,,,,,,,,,,,,I,M0043-FP-9603,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0684,TPC-TC(C0)-CD-22-0684,IFA,2022/08/19,2022/07/19,M0043-FP-9603,Recommended Spare Parts List for Three Years of Operation for Vertical Centrifugal Pump,A,A,"Recommended Spare Parts List for Three Years of Operation / Installation, Operation and Maintenance Manual for Vertical Centrifugal Pump ",TC0-1-UWM02-A9603,張銘洋  Ext.:24270,I
1,TC0-1-UWM02-M9607,,,,,,A,"Installation, Operation and Maintenance Manual for Vertical Centrifugal Pump",,,,,,,,,,,,,,,A,M0043-FP-9607,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0684,TPC-TC(C0)-CD-22-0684,IFA,2022/08/19,2022/07/19,M0043-FP-9607,"Installation, Operation and Maintenance Manual for Vertical Centrifugal Pump",A,A,"Recommended Spare Parts List for Three Years of Operation / Installation, Operation and Maintenance Manual for Vertical Centrifugal Pump ",TC0-1-UWM02-M9607,張銘洋  Ext.:24270,R
