,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-III02-D2107,,,,,,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1/2),,,,,,,,,,,,,,,A,XH73-1100-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1100-001,Field Instrument Air Piping and Tubing Layout of GT1-1 (1/2),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2107,王鵬豪  Ext.:25199,IN-0146,A
1,TC0-1-III02-D2108,,,,,,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (2/2),,,,,,,,,,,,,,,A,XH73-1100-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1100-002,Field Instrument Air Piping and Tubing Layout of GT1-1 (2/2),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2108,王鵬豪  Ext.:25199,IN-0146,A
2,TC0-1-III02-D2109,,,,,,A,Field Instrument Air Piping and Tubing Layout of GT1-2 (1/4),,,,,,,,,,,,,,,A,XH73-1100-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1100-003,Field Instrument Air Piping and Tubing Layout of GT1-2 (1/4),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2109,王鵬豪  Ext.:25199,IN-0146,A
3,TC0-1-III02-D2110,,,,,,A,Field Instrument Air Piping and Tubing Layout of GT1-2 (2/4),,,,,,,,,,,,,,,A,XH73-1100-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1100-004,Field Instrument Air Piping and Tubing Layout of GT1-2 (2/4),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2110,王鵬豪  Ext.:25199,IN-0146,A
4,TC0-1-III02-D2111,,,,,,A,Field Instrument Air Piping and Tubing Layout of GT1-2 (3/4),,,,,,,,,,,,,,,A,XH73-1100-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1100-005,Field Instrument Air Piping and Tubing Layout of GT1-2 (3/4),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2111,王鵬豪  Ext.:25199,IN-0146,A
5,TC0-1-III02-D2112,,,,,,A,Field Instrument Air Piping and Tubing Layout of GT1-2 (4/4),,,,,,,,,,,,,,,A,XH73-1100-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1100-006,Field Instrument Air Piping and Tubing Layout of GT1-2 (4/4),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2112,王鵬豪  Ext.:25199,IN-0146,A
6,TC0-1-III02-D2101,,,,,,A,Field Instrument Air Piping and Tubing Layout of HRSG1-1 (1/2),,,,,,,,,,,,,,,A,XH73-1200-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1200-001,Field Instrument Air Piping and Tubing Layout of HRSG1-1 (1/2),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2101,王鵬豪  Ext.:25199,IN-0146,A
7,TC0-1-III02-D2102,,,,,,A,Field Instrument Air Piping and Tubing Layout of HRSG1-1 (2/2),,,,,,,,,,,,,,,A,XH73-1200-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1200-002,Field Instrument Air Piping and Tubing Layout of HRSG1-1 (2/2),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2102,王鵬豪  Ext.:25199,IN-0146,A
8,TC0-1-III02-D2103,,,,,,A,Field Instrument Air Piping and Tubing Layout of HRSG1-2 (1/4),,,,,,,,,,,,,,,A,XH73-1200-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1200-003,Field Instrument Air Piping and Tubing Layout of HRSG1-2 (1/4),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2103,王鵬豪  Ext.:25199,IN-0146,A
9,TC0-1-III02-D2104,,,,,,A,Field Instrument Air Piping and Tubing Layout of HRSG1-2 (2/4),,,,,,,,,,,,,,,A,XH73-1200-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0431,TPC-TC(C0)-CD-22-0431,IFA,2022/06/24,2022/05/24,XH73-1200-004,Field Instrument Air Piping and Tubing Layout of HRSG1-2 (2/4),A,A,Field instrument air piping and tubing layout of GT1-1 (1/2)...etc,TC0-1-III02-D2104,王鵬豪  Ext.:25199,IN-0146,A
