,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-UDG02-D5002,,,,,,A,U/G PIPING ISOMETRIC DRAWING FOR AUXILIARY SYSTEM OF POWER BLOCK AREA 330U &340U,,,,,,,,,,,,,,,I,XG42-3300-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1019,TPC-TC(C0)-CD-22-1019,IFI,2022/10/06,2022/09/06,XG42-3300-001,U/G PIPING ISOMETRIC DRAWING FOR AUXILIARY SYSTEM OF POWER BLOCK AREA 330U &340U,A,I,U/G PIPING ISOMETRIC DRAWING FOR AUXILIARY SYSTEM OF POWER BLOCK AREA 330U &340U&440U&450U,TC0-1-UDG02-D5002,施韋考  Ext.:26356,PP-0162,I
1,TC0-1-UDG02-D5003,,,,,,A,U/G PIPING ISOMETRIC DRAWING FOR OTHER BOUNDED AREA 430U & 440U & 450U,,,,,,,,,,,,,,,I,XG42-4100-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1019,TPC-TC(C0)-CD-22-1019,IFI,2022/10/06,2022/09/06,XG42-4100-001,U/G PIPING ISOMETRIC DRAWING FOR OTHER BOUNDED AREA 430U & 440U & 450U,A,I,U/G PIPING ISOMETRIC DRAWING FOR AUXILIARY SYSTEM OF POWER BLOCK AREA 330U &340U&440U&450U,TC0-1-UDG02-D5003,施韋考  Ext.:26356,PP-0162,I
