,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-EAE02-D5021,,,,,,A,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (1/5),,,,,,,,,,,,,,,A,XK12A-0PAS0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0009,TPC-TC(C0)-CD-22-0009,IFA,2022/02/06,2022/01/06,XK12A-0PAS0-001,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (1/5),A,A,Public address system installation detail,TC0-1-EAE02-D5021,程正維  Ext.:28057,EE-0029
1,TC0-1-EAE02-D5022,,,,,,A,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (2/5),,,,,,,,,,,,,,,A,XK12A-0PAS0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0009,TPC-TC(C0)-CD-22-0009,IFA,2022/02/06,2022/01/06,XK12A-0PAS0-002,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (2/5),A,A,Public address system installation detail,TC0-1-EAE02-D5022,程正維  Ext.:28057,EE-0029
2,TC0-1-EAE02-D5023,,,,,,A,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (3/5),,,,,,,,,,,,,,,A,XK12A-0PAS0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0009,TPC-TC(C0)-CD-22-0009,IFA,2022/02/06,2022/01/06,XK12A-0PAS0-003,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (3/5),A,A,Public address system installation detail,TC0-1-EAE02-D5023,程正維  Ext.:28057,EE-0029
3,TC0-1-EAE02-D5024,,,,,,A,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (4/5),,,,,,,,,,,,,,,A,XK12A-0PAS0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0009,TPC-TC(C0)-CD-22-0009,IFA,2022/02/06,2022/01/06,XK12A-0PAS0-004,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (4/5),A,A,Public address system installation detail,TC0-1-EAE02-D5024,程正維  Ext.:28057,EE-0029
4,TC0-1-EAE02-D5025,,,,,,A,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (5/5),,,,,,,,,,,,,,,A,XK12A-0PAS0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0009,TPC-TC(C0)-CD-22-0009,IFA,2022/02/06,2022/01/06,XK12A-0PAS0-005,PUBLIC ADDRESS SYSTEM INSTALLATION DETAIL (5/5),A,A,Public address system installation detail,TC0-1-EAE02-D5025,程正維  Ext.:28057,EE-0029
