,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-TMM02-D9506,,,,,,A,"Electrical Wiring /Schematic /Logic /Connection Diagrams for ""=S10XMA02GM201"" [Single Girder Crane A (Unit No.1&2 ST Hall)]",,,,,,,,,,,,,,,A,M0051-LCEC-9506,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1545,TPC-TC(C0)-CD-22-1545,IFA,2022/11/26,2022/10/27,M0051-LCEC-9506,"Electrical Wiring /Schematic /Logic /Connection Diagrams for ""=S10XMA02GM201"" [Single Girder Crane A (Unit No.1&2 ST Hall)]",A,A,"Electrical Wiring /Schematic /Logic /Connection Diagrams for ""=S10XMA02GM201/202"" [Single Girder Crane A/B (Unit No.1&2 ST Hall)] ",TC0-1-TMM02-D9506,張銘洋  Ext.:24270,R,VDR-M0051-LCEC-0083
1,TC0-1-TMM02-D9513,,,,,,A,"Electrical Wiring /Schematic /Logic /Connection Diagrams for ""=S10XMA02GM202"" [Single Girder Crane B (Unit No.1&2 ST Hall)]",,,,,,,,,,,,,,,A,M0051-LCEC-9513,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1545,TPC-TC(C0)-CD-22-1545,IFA,2022/11/26,2022/10/27,M0051-LCEC-9513,"Electrical Wiring /Schematic /Logic /Connection Diagrams for ""=S10XMA02GM202"" [Single Girder Crane B (Unit No.1&2 ST Hall)]",A,A,"Electrical Wiring /Schematic /Logic /Connection Diagrams for ""=S10XMA02GM201/202"" [Single Girder Crane A/B (Unit No.1&2 ST Hall)] ",TC0-1-TMM02-D9513,張銘洋  Ext.:24270,R,VDR-M0051-LCEC-0083
