,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ENE02-D5106,,,,,,B,DRAWING INDEX OF GROUNDING  LAYOUT FOR CABLE TUNNEL (1/2) ,,,,,,,,,,,,,,,A,XK51A-0KEY0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0KEY0-002,DRAWING INDEX OF GROUNDING  LAYOUT FOR CABLE TUNNEL (1/2) ,B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5106,程正維  Ext.:28057,EE-0228,A
1,TC0-1-ENE02-D5107,,,,,,B,DRAWING INDEX OF GROUNDING  LAYOUT FOR CABLE TUNNEL (2/2),,,,,,,,,,,,,,,A,XK51A-0KEY0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0KEY0-003,DRAWING INDEX OF GROUNDING  LAYOUT FOR CABLE TUNNEL (2/2),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5107,程正維  Ext.:28057,EE-0228,A
2,TC0-1-ENE02-D5191,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (1/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-001,GROUNDING LAYOUT FOR CABLE TUNNEL (1/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5191,程正維  Ext.:28057,EE-0228,A
3,TC0-1-ENE02-D5192,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (2/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-002,GROUNDING LAYOUT FOR CABLE TUNNEL (2/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5192,程正維  Ext.:28057,EE-0228,A
4,TC0-1-ENE02-D5193,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (3/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-003,GROUNDING LAYOUT FOR CABLE TUNNEL (3/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5193,程正維  Ext.:28057,EE-0228,A
5,TC0-1-ENE02-D5194,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (4/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-004,GROUNDING LAYOUT FOR CABLE TUNNEL (4/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5194,程正維  Ext.:28057,EE-0228,A
6,TC0-1-ENE02-D5195,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (5/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-005,GROUNDING LAYOUT FOR CABLE TUNNEL (5/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5195,程正維  Ext.:28057,EE-0228,A
7,TC0-1-ENE02-D5196,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (6/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-006,GROUNDING LAYOUT FOR CABLE TUNNEL (6/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5196,程正維  Ext.:28057,EE-0228,A
8,TC0-1-ENE02-D5197,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (7/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-007,GROUNDING LAYOUT FOR CABLE TUNNEL (7/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5197,程正維  Ext.:28057,EE-0228,A
9,TC0-1-ENE02-D5198,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (8/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-008,GROUNDING LAYOUT FOR CABLE TUNNEL (8/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5198,程正維  Ext.:28057,EE-0228,A
10,TC0-1-ENE02-D5199,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (9/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-009,GROUNDING LAYOUT FOR CABLE TUNNEL (9/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5199,程正維  Ext.:28057,EE-0228,A
11,TC0-1-ENE02-D5200,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (10/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-010,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-010,GROUNDING LAYOUT FOR CABLE TUNNEL (10/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5200,程正維  Ext.:28057,EE-0228,A
12,TC0-1-ENE02-D5201,,,,,,B,GROUNDING LAYOUT FOR CABLE TUNNEL (11/30),,,,,,,,,,,,,,,A,XK51A-0TNLG-011,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0752,TPC-TC(C0)-CD-22-0752,IFA,2022/08/28,2022/07/29,XK51A-0TNLG-011,GROUNDING LAYOUT FOR CABLE TUNNEL (11/30),B,A,Grounding Layout for Cable Tunnel,TC0-1-ENE02-D5201,程正維  Ext.:28057,EE-0228,A
