,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-ELE02-D5021,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (1/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-001,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (1/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5021,程正維  Ext.:28057,EE-0028
1,TC0-1-ELE02-D5022,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (2/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-002,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (2/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5022,程正維  Ext.:28057,EE-0028
2,TC0-1-ELE02-D5023,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (3/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-003,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (3/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5023,程正維  Ext.:28057,EE-0028
3,TC0-1-ELE02-D5024,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (4/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-004,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (4/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5024,程正維  Ext.:28057,EE-0028
4,TC0-1-ELE02-D5025,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (5/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-005,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (5/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5025,程正維  Ext.:28057,EE-0028
5,TC0-1-ELE02-D5026,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (6/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-006,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (6/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5026,程正維  Ext.:28057,EE-0028
6,TC0-1-ELE02-D5027,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (7/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-007,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (7/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5027,程正維  Ext.:28057,EE-0028
7,TC0-1-ELE02-D5028,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (8/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-008,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (8/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5028,程正維  Ext.:28057,EE-0028
8,TC0-1-ELE02-D5029,,,,,,A,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (9/9),,,,,,,,,,,,,,,A,XK12A-0LTG0-009,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0008,TPC-TC(C0)-CD-22-0008,IFA,2022/02/06,2022/01/06,XK12A-0LTG0-009,LIGHTING & RECEPTACLE SYSTEM INSTALLATION DETAIL (9/9),A,A,Lighting system installation detail,TC0-1-ELE02-D5029,程正維  Ext.:28057,EE-0028
