,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-CCC02-D5113,,,,,,0,擠壓砂樁細部配置圖(13),,,,,,,,,,,,,,,A,XF21C-0000-113,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0084,TPC-TC(C0)-CD-22-0084,IFC,2022/03/07,2022/02/07,XF21C-0000-113,擠壓砂樁細部配置圖(13),0,A,擠壓砂樁細部配置圖_R0 (IFC),TC0-1-CCC02-D5113,陳博仁  Ext.:23341,CB-0142
1,TC0-1-CCC02-D5114,,,,,,0,擠壓砂樁細部配置圖(14),,,,,,,,,,,,,,,A,XF21C-0000-114,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0084,TPC-TC(C0)-CD-22-0084,IFC,2022/03/07,2022/02/07,XF21C-0000-114,擠壓砂樁細部配置圖(14),0,A,擠壓砂樁細部配置圖_R0 (IFC),TC0-1-CCC02-D5114,陳博仁  Ext.:23341,CB-0142
2,TC0-1-CCC02-D5115,,,,,,0,擠壓砂樁細部配置圖(15),,,,,,,,,,,,,,,A,XF21C-0000-115,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0084,TPC-TC(C0)-CD-22-0084,IFC,2022/03/07,2022/02/07,XF21C-0000-115,擠壓砂樁細部配置圖(15),0,A,擠壓砂樁細部配置圖_R0 (IFC),TC0-1-CCC02-D5115,陳博仁  Ext.:23341,CB-0142
3,TC0-1-CCC02-D5116,,,,,,0,擠壓砂樁細部配置圖(16),,,,,,,,,,,,,,,A,XF21C-0000-116,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0084,TPC-TC(C0)-CD-22-0084,IFC,2022/03/07,2022/02/07,XF21C-0000-116,擠壓砂樁細部配置圖(16),0,A,擠壓砂樁細部配置圖_R0 (IFC),TC0-1-CCC02-D5116,陳博仁  Ext.:23341,CB-0142
4,TC0-1-CCC02-D5117,,,,,,0,擠壓砂樁細部配置圖(17),,,,,,,,,,,,,,,A,XF21C-0000-117,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0084,TPC-TC(C0)-CD-22-0084,IFC,2022/03/07,2022/02/07,XF21C-0000-117,擠壓砂樁細部配置圖(17),0,A,擠壓砂樁細部配置圖_R0 (IFC),TC0-1-CCC02-D5117,陳博仁  Ext.:23341,CB-0142
5,TC0-1-CCC02-D5118,,,,,,0,擠壓砂樁細部配置圖(18),,,,,,,,,,,,,,,A,XF21C-0000-118,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0084,TPC-TC(C0)-CD-22-0084,IFC,2022/03/07,2022/02/07,XF21C-0000-118,擠壓砂樁細部配置圖(18),0,A,擠壓砂樁細部配置圖_R0 (IFC),TC0-1-CCC02-D5118,陳博仁  Ext.:23341,CB-0142
