,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-CHC02-D3261,,,,,,0,=C00GAF01CL001 RAW WATER BUFFER TANK PILING PLAN,,,,,,,,,,,,,,,A,XF32A-3200-061,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0093,TPC-TC(C0)-CD-22-0093,IFC,2022/03/09,2022/02/09,XF32A-3200-061,=C00GAF01CL001 RAW WATER BUFFER TANK PILING PLAN,0,A,=C00GAF01CL001 Raw Water Buffer Tank Piling Plan_R0 (IFC),TC0-1-CHC02-D3261,陳博仁  Ext.:23341,CB-0146
1,TC0-1-CHC02-C3261,,,,,,0,CALCULATION SHEET FOR =C00GAF01CL001 RAW WATER BUFFER TANK FOR PILING,,,,,,,,,,,,,,,A,XF32A-3200-061C,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0093,TPC-TC(C0)-CD-22-0093,IFC,2022/03/09,2022/02/09,XF32A-3200-061C,CALCULATION SHEET FOR =C00GAF01CL001 RAW WATER BUFFER TANK FOR PILING,0,A,=C00GAF01CL001 Raw Water Buffer Tank Piling Plan_R0 (IFC),TC0-1-CHC02-C3261,陳博仁  Ext.:23341,CB-0146
