,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KDM02-D0023,,,,,,0,Piping & Instrument Diagrams (P & ID) 1 for DWTS,,,,,,,,,,,,,,,C,F0002-TSK-9023,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0379,TPC-TC(C0)-CD-22-0379,IFC,2022/06/10,2022/05/10,F0002-TSK-9023,Piping & Instrument Diagrams (P & ID) 1 for DWTS,0,C,Piping & Instrument Diagrams (P & ID) for DWTS,TC0-1-KDM02-D0023,蕭舜予  Ext.:22121 ,R
1,TC0-1-KDM02-D0032,,,,,,0,Piping & Instrument Diagrams (P & ID) 10 for DWTS,,,,,,,,,,,,,,,C,F0002-TSK-9032,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0379,TPC-TC(C0)-CD-22-0379,IFC,2022/06/10,2022/05/10,F0002-TSK-9032,Piping & Instrument Diagrams (P & ID) 10 for DWTS,0,C,Piping & Instrument Diagrams (P & ID) for DWTS,TC0-1-KDM02-D0032,蕭舜予  Ext.:22121 ,R
2,TC0-1-KDM02-D0034,,,,,,0,Piping & Instrument Diagrams (P & ID) 12 for DWTS,,,,,,,,,,,,,,,C,F0002-TSK-9034,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0379,TPC-TC(C0)-CD-22-0379,IFC,2022/06/10,2022/05/10,F0002-TSK-9034,Piping & Instrument Diagrams (P & ID) 12 for DWTS,0,C,Piping & Instrument Diagrams (P & ID) for DWTS,TC0-1-KDM02-D0034,蕭舜予  Ext.:22121 ,R
3,TC0-1-KDM02-D0035,,,,,,0,Piping & Instrument Diagrams (P & ID) 13 for DWTS,,,,,,,,,,,,,,,C,F0002-TSK-9035,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0379,TPC-TC(C0)-CD-22-0379,IFC,2022/06/10,2022/05/10,F0002-TSK-9035,Piping & Instrument Diagrams (P & ID) 13 for DWTS,0,C,Piping & Instrument Diagrams (P & ID) for DWTS,TC0-1-KDM02-D0035,蕭舜予  Ext.:22121 ,R
4,TC0-1-KDM02-D0041,,,,,,0,Piping & Instrument Diagrams (P & ID) 19 for DWTS,,,,,,,,,,,,,,,C,F0002-TSK-9041,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0379,TPC-TC(C0)-CD-22-0379,IFC,2022/06/10,2022/05/10,F0002-TSK-9041,Piping & Instrument Diagrams (P & ID) 19 for DWTS,0,C,Piping & Instrument Diagrams (P & ID) for DWTS,TC0-1-KDM02-D0041,蕭舜予  Ext.:22121 ,R
5,TC0-1-KDM02-D0042,,,,,,0,Piping & Instrument Diagrams (P & ID) 20 for DWTS,,,,,,,,,,,,,,,C,F0002-TSK-9042,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0379,TPC-TC(C0)-CD-22-0379,IFC,2022/06/10,2022/05/10,F0002-TSK-9042,Piping & Instrument Diagrams (P & ID) 20 for DWTS,0,C,Piping & Instrument Diagrams (P & ID) for DWTS,TC0-1-KDM02-D0042,蕭舜予  Ext.:22121 ,R
