,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-0-AZE02-D5015,,,,,,A,HAZARDOUS AREA SOURCE RELEASE,,,,,,,,,,,,,,,A,XB41A-00000-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0048,TPC-TC(C0)-CD-22-0048,IFA,2022/02/14,2022/01/14,XB41A-00000-001,HAZARDOUS AREA SOURCE RELEASE,A,A,HAZARDOUS AREA CLASSIFICATION,TC0-0-AZE02-D5015,程正維  Ext.:28057,EE-0038
1,TC0-0-AZE02-D5014,,,,,,A,HAZARDOUS AREA CLASSIFICATION FOR OTHERS,,,,,,,,,,,,,,,A,XB41A-0BOP0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0048,TPC-TC(C0)-CD-22-0048,IFA,2022/02/14,2022/01/14,XB41A-0BOP0-001,HAZARDOUS AREA CLASSIFICATION FOR OTHERS,A,A,HAZARDOUS AREA CLASSIFICATION,TC0-0-AZE02-D5014,程正維  Ext.:28057,EE-0038
2,TC0-0-AZE02-D5012,,,,,,A,"HAZARDOUS AREA CLASSIFICATION FOR DEMINERALIZED & RECOVERY WATER SYSTEM, AMMONIA STORAGE WAREHOUSE, LUBE OIL STORAGE AREA, AND GT SPRAY WATER SYSTEM",,,,,,,,,,,,,,,A,XB41A-0DWT0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0048,TPC-TC(C0)-CD-22-0048,IFA,2022/02/14,2022/01/14,XB41A-0DWT0-001,"HAZARDOUS AREA CLASSIFICATION FOR DEMINERALIZED & RECOVERY WATER SYSTEM, AMMONIA STORAGE WAREHOUSE, LUBE OIL STORAGE AREA, AND GT SPRAY WATER SYSTEM",A,A,HAZARDOUS AREA CLASSIFICATION,TC0-0-AZE02-D5012,程正維  Ext.:28057,EE-0038
3,TC0-0-AZE02-D5011,,,,,,A,"HAZARDOUS AREA CLASSIFICATION FOR EDG, GAS TURBINE MAINT. SHOP, WASTEWATER TREATMENT PLANT, AND SPARE/ HEAVEY PARTS/ LUBE OIL STORAGE WAREHOUSE",,,,,,,,,,,,,,,A,XB41A-0EDG0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0048,TPC-TC(C0)-CD-22-0048,IFA,2022/02/14,2022/01/14,XB41A-0EDG0-001,"HAZARDOUS AREA CLASSIFICATION FOR EDG, GAS TURBINE MAINT. SHOP, WASTEWATER TREATMENT PLANT, AND SPARE/ HEAVEY PARTS/ LUBE OIL STORAGE WAREHOUSE",A,A,HAZARDOUS AREA CLASSIFICATION,TC0-0-AZE02-D5011,程正維  Ext.:28057,EE-0038
4,TC0-0-AZE02-D5013,,,,,,A,HAZARDOUS AREA CLASSIFICATION FOR SEAWATER ELECTROLYSIS HOUSE AND CIRCULATING WATER PUMPS,,,,,,,,,,,,,,,A,XB41A-0SEH0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0048,TPC-TC(C0)-CD-22-0048,IFA,2022/02/14,2022/01/14,XB41A-0SEH0-001,HAZARDOUS AREA CLASSIFICATION FOR SEAWATER ELECTROLYSIS HOUSE AND CIRCULATING WATER PUMPS,A,A,HAZARDOUS AREA CLASSIFICATION,TC0-0-AZE02-D5013,程正維  Ext.:28057,EE-0038
