,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TPC-TC(C0)-CD-22-1460,IFA,2022/11/23,2022/10/24,M0008B-NEWFLOW-0006,Catalog for Bimetallic Thermometer and Temperature Switch,B,A,"Catalog, Installation, Operation and Maintenance Manuals for Bimetallic Thermometer and Temperature Switch",TC0-1-III02-M9106,王鵬豪  Ext.:25199,R,VDR-M0008B-NEWFLOW-0018
1,TPC-TC(C0)-CD-22-1460,IFA,2022/11/23,2022/10/24,M0008B-NEWFLOW-0007,"Installation, Operation and Maintenance Manuals for Bimetallic Thermometer and Temperature Switch",B,A,"Catalog, Installation, Operation and Maintenance Manuals for Bimetallic Thermometer and Temperature Switch",TC0-1-III02-M9107,王鵬豪  Ext.:25199,R,VDR-M0008B-NEWFLOW-0018
