,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-IVI02-M9005,,,,,,A,"Installation, Operation and Maintenance Manual for Globe Type Control Valve and Pressure Regulator",,,,,,,,,,,,,,,I,M0003-LUMAX-0005,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1554,TPC-TC(C0)-CD-22-1554,IFI,2022/11/27,2022/10/28,M0003-LUMAX-0005,"Installation, Operation and Maintenance Manual for Globe Type Control Valve and Pressure Regulator",A,I,"Catalog, Installation, Operation and Maintenance Manual for Globe Type Control Valve and Pressure Regulator",TC0-1-IVI02-M9005,王鵬豪  Ext.:25199,R,VDR-2M0003-LUMAX-0007
1,TC0-1-IVI02-M9006,,,,,,A,Catalog for Globe Type Control Valve and Pressure Regulator,,,,,,,,,,,,,,,I,M0003-LUMAX-0006,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1554,TPC-TC(C0)-CD-22-1554,IFI,2022/11/27,2022/10/28,M0003-LUMAX-0006,Catalog for Globe Type Control Valve and Pressure Regulator,A,I,"Catalog, Installation, Operation and Maintenance Manual for Globe Type Control Valve and Pressure Regulator",TC0-1-IVI02-M9006,王鵬豪  Ext.:25199,I,VDR-2M0003-LUMAX-0007
