,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-TMM02-D9505,,,,,,A,"Single Line Diagram for ""=S10XMA02GM201"" [Single Girder Crane A (Unit No.1&2 ST Hall)]",,,,,,,,,,,,,,,A,M0051-LCEC-9505,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1544,TPC-TC(C0)-CD-22-1544,IFA,2022/11/26,2022/10/27,M0051-LCEC-9505,"Single Line Diagram for ""=S10XMA02GM201"" [Single Girder Crane A (Unit No.1&2 ST Hall)]",A,A,"Single Line Diagram for ""=S10XMA02GM201/202"" [Single Girder Crane A/B (Unit No.1&2 ST Hall)] ",TC0-1-TMM02-D9505,張銘洋  Ext.:24270,R,VDR-M0051-LCEC-0082
1,TC0-1-TMM02-D9512,,,,,,A,"Single Line Diagram for ""=S10XMA02GM202"" [Single Girder Crane B (Unit No.1&2 ST Hall)]",,,,,,,,,,,,,,,A,M0051-LCEC-9512,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1544,TPC-TC(C0)-CD-22-1544,IFA,2022/11/26,2022/10/27,M0051-LCEC-9512,"Single Line Diagram for ""=S10XMA02GM202"" [Single Girder Crane B (Unit No.1&2 ST Hall)]",A,A,"Single Line Diagram for ""=S10XMA02GM201/202"" [Single Girder Crane A/B (Unit No.1&2 ST Hall)] ",TC0-1-TMM02-D9512,張銘洋  Ext.:24270,R,VDR-M0051-LCEC-0082
