,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KDM02-M0012,,,,,,A,"Training, Materials and DVD Record for DWTS",,,,,,,,,,,,,,,A,F0002-TSK-9012,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0307,TPC-TC(C0)-CD-22-0307,IFA,2022/05/21,2022/04/21,F0002-TSK-9012,"Training, Materials and DVD Record for DWTS",A,A,"DWTP  Technical Data Sheet - Portion B (Att. 4-18) , Training, Materials and DVD Record for DWTS",TC0-1-KDM02-M0012,蕭舜予  Ext.:22121 ,I
1,TC0-1-KDM02-S0015,,,,,,B,DWTP  Technical Data Sheet - Portion B (Att. 4-18) For DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9015,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0307,TPC-TC(C0)-CD-22-0307,IFA,2022/05/21,2022/04/21,F0002-TSK-9015,DWTP  Technical Data Sheet - Portion B (Att. 4-18) For DWTS,B,A,"DWTP  Technical Data Sheet - Portion B (Att. 4-18) , Training, Materials and DVD Record for DWTS",TC0-1-KDM02-S0015,蕭舜予  Ext.:22121 ,R
