,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ELE02-C5001,,,,,,A,LIGHTING LOAD SCHEDULE FOR ROAD WAY AND PLANT AREA (1/2),,,,,,,,,,,,,,,A,XK62A-0WAY0-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1051,TPC-TC(C0)-CD-22-1051,IFA,2022/10/12,2022/09/12,XK62A-0WAY0-001,LIGHTING LOAD SCHEDULE FOR ROAD WAY AND PLANT AREA (1/2),A,A,LIGHTING LOAD SCHEDULE FOR ROADWAY,TC0-1-ELE02-C5001,程正維  Ext.:28057,EE-0303,A
1,TC0-1-ELE02-C5002,,,,,,A,LIGHTING LOAD SCHEDULE FOR ROAD WAY AND PLANT AREA (2/2),,,,,,,,,,,,,,,A,XK62A-0WAY0-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1051,TPC-TC(C0)-CD-22-1051,IFA,2022/10/12,2022/09/12,XK62A-0WAY0-002,LIGHTING LOAD SCHEDULE FOR ROAD WAY AND PLANT AREA (2/2),A,A,LIGHTING LOAD SCHEDULE FOR ROADWAY,TC0-1-ELE02-C5002,程正維  Ext.:28057,EE-0303,A
