,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-BSC02-D6301,,,,,,B,Piling Layout (Sheet 1),,,,,,,,,,,,,,,A,F0003-BEC-0008,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0575,TPC-TC(C0)-CD-22-0575,IFA,2022/07/30,2022/06/30,F0003-BEC-0008,Piling Layout (Sheet 1),B,A,HRSG Chimney - General Arrangement of Pile Layout and Pile cap,TC0-1-BSC02-D6301,陳博仁  Ext.:23341,R
1,TC0-1-BSC02-D6302,,,,,,B,General Arrangement of Pilecap and Pilegroup,,,,,,,,,,,,,,,A,F0003-BEC-0009,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0575,TPC-TC(C0)-CD-22-0575,IFA,2022/07/30,2022/06/30,F0003-BEC-0009,General Arrangement of Pilecap and Pilegroup,B,A,HRSG Chimney - General Arrangement of Pile Layout and Pile cap,TC0-1-BSC02-D6302,陳博仁  Ext.:23341,R
2,TC0-1-BSC02-D6315,,,,,,A,Piling Layout (Sheet 2),,,,,,,,,,,,,,,A,F0003-BEC-0279,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0575,TPC-TC(C0)-CD-22-0575,IFA,2022/07/30,2022/06/30,F0003-BEC-0279,Piling Layout (Sheet 2),A,A,HRSG Chimney - General Arrangement of Pile Layout and Pile cap,TC0-1-BSC02-D6315,陳博仁  Ext.:23341,R
