,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-KDM02-M0010,,,,,,B,Detail Description of Operation and Control Philosophy for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9010,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0480,TPC-TC(C0)-CD-22-0480,IFA,2022/07/06,2022/06/06,F0002-TSK-9010,Detail Description of Operation and Control Philosophy for DWTS,B,A,"Detail Description of Operation and Control Philosophy, Vessel / Tank Strength calculation sheets for DWTS",TC0-1-KDM02-M0010,蕭舜予  Ext.:22121 ,R
1,TC0-1-KDM02-C0047,,,,,,B,Vessel / Tank Strength calculation sheets for DWTS,,,,,,,,,,,,,,,A,F0002-TSK-9047,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0480,TPC-TC(C0)-CD-22-0480,IFA,2022/07/06,2022/06/06,F0002-TSK-9047,Vessel / Tank Strength calculation sheets for DWTS,B,A,"Detail Description of Operation and Control Philosophy, Vessel / Tank Strength calculation sheets for DWTS",TC0-1-KDM02-C0047,蕭舜予  Ext.:22121 ,R
