,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ERE02-D5131,,,,,,A,ELECTRICAL POWER LAYOUT FOR EDG BLDG. (1/3),,,,,,,,,,,,,,,A,XK31B-0EDG0-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1119,TPC-TC(C0)-CD-22-1119,IFA,2022/10/20,2022/09/20,XK31B-0EDG0-001,ELECTRICAL POWER LAYOUT FOR EDG BLDG. (1/3),A,A,Power layout for EDG building_RA,TC0-1-ERE02-D5131,程正維  Ext.:28057,EE-0323,A
1,TC0-1-ERE02-D5132,,,,,,A,ELECTRICAL POWER LAYOUT FOR EDG BLDG. (2/3),,,,,,,,,,,,,,,A,XK31B-0EDG0-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1119,TPC-TC(C0)-CD-22-1119,IFA,2022/10/20,2022/09/20,XK31B-0EDG0-002,ELECTRICAL POWER LAYOUT FOR EDG BLDG. (2/3),A,A,Power layout for EDG building_RA,TC0-1-ERE02-D5132,程正維  Ext.:28057,EE-0323,A
2,TC0-1-ERE02-D5133,,,,,,A,ELECTRICAL POWER LAYOUT FOR EDG BLDG. (3/3),,,,,,,,,,,,,,,A,XK31B-0EDG0-003,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1119,TPC-TC(C0)-CD-22-1119,IFA,2022/10/20,2022/09/20,XK31B-0EDG0-003,ELECTRICAL POWER LAYOUT FOR EDG BLDG. (3/3),A,A,Power layout for EDG building_RA,TC0-1-ERE02-D5133,程正維  Ext.:28057,EE-0323,A
