,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TPC-TC(C0)-CD-22-0010,IFA,2022/02/06,2022/01/06,XK12A-0TVS0-001,CCTV SYSTEM INSTALLATION DETAIL (1/3),A,A,CCTV system installation detail,TC0-1-IUE02-D5021,程正維  Ext.:28057,EE-0030
1,TPC-TC(C0)-CD-22-0010,IFA,2022/02/06,2022/01/06,XK12A-0TVS0-002,CCTV SYSTEM INSTALLATION DETAIL (2/3),A,A,CCTV system installation detail,TC0-1-IUE02-D5022,程正維  Ext.:28057,EE-0030
2,TPC-TC(C0)-CD-22-0010,IFA,2022/02/06,2022/01/06,XK12A-0TVS0-003,CCTV SYSTEM INSTALLATION DETAIL (3/3),A,A,CCTV system installation detail,TC0-1-IUE02-D5023,程正維  Ext.:28057,EE-0030
