,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TPC-TC(C0)-CD-22-1134,IFA,2022/10/20,2022/09/20,M0015-EC-0140,Completed Data Sheets of 45% NaOH Storage Tank for Wastewater Treatment System for WWTS,A,A,Completed Data Sheets of 45% NaOH Storage Tank and 32%HCl Storage Tank for  WWTS,TC0-1-KWM02-D0140,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0130
1,TPC-TC(C0)-CD-22-1134,IFA,2022/10/20,2022/09/20,M0015-EC-0141,Completed Data Sheets of 32%HCl Storage Tank for Wastewater Treatment System for WWTS,A,A,Completed Data Sheets of 45% NaOH Storage Tank and 32%HCl Storage Tank for  WWTS,TC0-1-KWM02-D0141,蕭舜予  Ext.:22121 ,R,VDR-M0015-EC-0130
