,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-CIC02-C5003,,,,,,0,CALCULATION SHEET FOR CABLE TUNNEL (CBT-5001) FOR STRUCTURE ON OTHER BOUNDED AREA,,,,,,,,,,,,,,,C,XF34-5000-003C,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-003C,CALCULATION SHEET FOR CABLE TUNNEL (CBT-5001) FOR STRUCTURE ON OTHER BOUNDED AREA,0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-C5003,陳博仁  Ext.:23341,CB-0396,A
1,TC0-1-CIC02-D5023,,,,,,0,電纜涵洞(CBT-5001)頂版平面圖(2) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(2),,,,,,,,,,,,,,,C,XF34-5000-023,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-023,電纜涵洞(CBT-5001)頂版平面圖(2) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(2),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5023,陳博仁  Ext.:23341,CB-0396,A
2,TC0-1-CIC02-D5024,,,,,,0,電纜涵洞(CBT-5001)頂版平面圖(3) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(3),,,,,,,,,,,,,,,C,XF34-5000-024,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-024,電纜涵洞(CBT-5001)頂版平面圖(3) CABLE TUNNEL (CBT-5001) TOP SLAB PLAN(3),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5024,陳博仁  Ext.:23341,CB-0396,A
3,TC0-1-CIC02-D5035,,,,,,0,電纜涵洞(CBT-5001)底版平面圖(2) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(2),,,,,,,,,,,,,,,C,XF34-5000-035,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-035,電纜涵洞(CBT-5001)底版平面圖(2) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(2),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5035,陳博仁  Ext.:23341,CB-0396,A
4,TC0-1-CIC02-D5036,,,,,,0,電纜涵洞(CBT-5001)底版平面圖(3) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(3),,,,,,,,,,,,,,,C,XF34-5000-036,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-036,電纜涵洞(CBT-5001)底版平面圖(3) CABLE TUNNEL (CBT-5001) BOT SLAB PLAN(3),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5036,陳博仁  Ext.:23341,CB-0396,A
5,TC0-1-CIC02-D5046,,,,,,0,電纜涵洞(CBT-5001)縱剖面總圖(1) CABLE TUNNEL (CBT-5001) SECTION PLAN (1),,,,,,,,,,,,,,,C,XF34-5000-046,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-046,電纜涵洞(CBT-5001)縱剖面總圖(1) CABLE TUNNEL (CBT-5001) SECTION PLAN (1),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5046,陳博仁  Ext.:23341,CB-0396,A
6,TC0-1-CIC02-D5051,,,,,,0,電纜涵洞(CBT-5001)縱剖面圖(1) CABLE TUNNEL (CBT-5001) SECTION (1),,,,,,,,,,,,,,,C,XF34-5000-051,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-051,電纜涵洞(CBT-5001)縱剖面圖(1) CABLE TUNNEL (CBT-5001) SECTION (1),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5051,陳博仁  Ext.:23341,CB-0396,A
7,TC0-1-CIC02-D5052,,,,,,0,電纜涵洞(CBT-5001)縱剖面圖(2) CABLE TUNNEL (CBT-5001) SECTION (2),,,,,,,,,,,,,,,C,XF34-5000-052,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-052,電纜涵洞(CBT-5001)縱剖面圖(2) CABLE TUNNEL (CBT-5001) SECTION (2),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5052,陳博仁  Ext.:23341,CB-0396,A
8,TC0-1-CIC02-D5060,,,,,,0,電纜涵洞(CBT-5001)詳細圖與剖面圖(1) CABLE TUNNEL (CBT-5001) DETAIL & SECTION (1),,,,,,,,,,,,,,,C,XF34-5000-060,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-060,電纜涵洞(CBT-5001)詳細圖與剖面圖(1) CABLE TUNNEL (CBT-5001) DETAIL & SECTION (1),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5060,陳博仁  Ext.:23341,CB-0396,A
9,TC0-1-CIC02-D5061,,,,,,0,電纜涵洞(CBT-5001)詳細圖與剖面圖(2) CABLE TUNNEL (CBT-5001) DETAIL & SECTION (2),,,,,,,,,,,,,,,C,XF34-5000-061,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1153,TPC-TC(C0)-CD-22-1153,IFC,2022/10/22,2022/09/22,XF34-5000-061,電纜涵洞(CBT-5001)詳細圖與剖面圖(2) CABLE TUNNEL (CBT-5001) DETAIL & SECTION (2),0,C,電纜涵洞(CBT-5001) - 廠區外 - 結構圖 (IFC),TC0-1-CIC02-D5061,陳博仁  Ext.:23341,CB-0396,A
