,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-URM02-S9015,,,,,,A,Equipment Data Sheets for Cooling Tower,,,,,,,,,,,,,,,A,M0008-9015,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0619,TPC-TC(C0)-CD-22-0619,IFA,2022/08/07,2022/07/07,M0008-9015,Equipment Data Sheets for Cooling Tower,A,A,Equipment Data Sheets/Performance Calculations for Cooling Tower(including Pump),TC0-1-URM02-S9015,張銘洋  Ext.:24270,R
1,TC0-1-URM02-S9016,,,,,,A,Performance Calculations for Cooling Tower(including Pump),,,,,,,,,,,,,,,A,M0008-9016,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0619,TPC-TC(C0)-CD-22-0619,IFA,2022/08/07,2022/07/07,M0008-9016,Performance Calculations for Cooling Tower(including Pump),A,A,Equipment Data Sheets/Performance Calculations for Cooling Tower(including Pump),TC0-1-URM02-S9016,張銘洋  Ext.:24270,R
