,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TPC-TC(C0)-CD-22-1150,IFC,2022/10/21,2022/09/21,XF38A-310R-001,PIPE RACK PR-3101 PILING PLAN,1,C,Pipe Rack PR-3101 Piling Plan_R1 (IFC),TC0-1-CSC02-D3101,陳博仁  Ext.:23341,CB-0395,A
1,TPC-TC(C0)-CD-22-1150,IFC,2022/10/21,2022/09/21,XF38A-310R-001C,CALCULATION SHEET FOR PIPE RACK PR-3101 PILING,1,C,Pipe Rack PR-3101 Piling Plan_R1 (IFC),TC0-1-CSC02-C3101,陳博仁  Ext.:23341,CB-0395,A
