,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-URM02-D7101,,,,,,A,PFD - RAW WATER SYSTEM (1/2),,,,,,,,,,,,,,,A,XC41A-2110-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0023,TPC-TC(C0)-CD-22-0023,IFA,2022/02/07,2022/01/07,XC41A-2110-001,PFD - RAW WATER SYSTEM (1/2),A,A,PFD for Raw Water System_RA,TC0-1-URM02-D7101,蕭舜予  Ext.:22121 ,PS-0169
1,TC0-1-URM02-D7102,,,,,,A,PFD - RAW WATER SYSTEM (2/2),,,,,,,,,,,,,,,A,XC41A-2110-002,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0023,TPC-TC(C0)-CD-22-0023,IFA,2022/02/07,2022/01/07,XC41A-2110-002,PFD - RAW WATER SYSTEM (2/2),A,A,PFD for Raw Water System_RA,TC0-1-URM02-D7102,蕭舜予  Ext.:22121 ,PS-0169
