,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS
0,TC0-1-BSC02-D6301,,,,,,A,Piling Layout,,,,,,,,,,,,,,,A,F0003-BEC-0008,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0340,TPC-TC(C0)-CD-22-0340,IFA,2022/05/29,2022/04/29,F0003-BEC-0008,Piling Layout,A,A,Piling Layout / General Arrangement of Pilecap and Pilegroup,TC0-1-BSC02-D6301,陳博仁  Ext.:23341,R
1,TC0-1-BSC02-D6302,,,,,,A,General Arrangement of Pilecap and Pilegroup,,,,,,,,,,,,,,,A,F0003-BEC-0009,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0340,TPC-TC(C0)-CD-22-0340,IFA,2022/05/29,2022/04/29,F0003-BEC-0009,General Arrangement of Pilecap and Pilegroup,A,A,Piling Layout / General Arrangement of Pilecap and Pilegroup,TC0-1-BSC02-D6302,陳博仁  Ext.:23341,R
