,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-EAE02-D5011,,,,,,A,TELEPHONE SYSTEM LEGEND AND NOTES,,,,,,,,,,,,,,,A,XK71A-00000-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-00000-001,TELEPHONE SYSTEM LEGEND AND NOTES,A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5011,程正維  Ext.:28057,EE-0288,A
1,TC0-1-EAE02-D5091,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR ADVANCED & WASTEWATER TREATMENT PLANT (1/3),,,,,,,,,,,,,,,A,XK71A-0AWT0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0AWT0-001,TELEPHONE SYSTEM LAYOUT FOR ADVANCED & WASTEWATER TREATMENT PLANT (1/3),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5091,程正維  Ext.:28057,EE-0288,A
2,TC0-1-EAE02-D5092,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR ADVANCED & WASTEWATER TREATMENT PLANT (2/3),,,,,,,,,,,,,,,A,XK71A-0AWT0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0AWT0-002,TELEPHONE SYSTEM LAYOUT FOR ADVANCED & WASTEWATER TREATMENT PLANT (2/3),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5092,程正維  Ext.:28057,EE-0288,A
3,TC0-1-EAE02-D5093,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR ADVANCED & WASTEWATER TREATMENT PLANT (3/3),,,,,,,,,,,,,,,A,XK71A-0AWT0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0AWT0-003,TELEPHONE SYSTEM LAYOUT FOR ADVANCED & WASTEWATER TREATMENT PLANT (3/3),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5093,程正維  Ext.:28057,EE-0288,A
4,TC0-1-EAE02-D5511,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (1/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-001,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (1/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5511,程正維  Ext.:28057,EE-0288,A
5,TC0-1-EAE02-D5512,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (2/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-002,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (2/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5512,程正維  Ext.:28057,EE-0288,A
6,TC0-1-EAE02-D5513,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (3/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-003,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (3/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5513,程正維  Ext.:28057,EE-0288,A
7,TC0-1-EAE02-D5514,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (4/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-004,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (4/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5514,程正維  Ext.:28057,EE-0288,A
8,TC0-1-EAE02-D5515,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (5/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-005,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-005,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (5/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5515,程正維  Ext.:28057,EE-0288,A
9,TC0-1-EAE02-D5516,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (6/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-006,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-006,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (6/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5516,程正維  Ext.:28057,EE-0288,A
10,TC0-1-EAE02-D5517,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (7/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-007,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-007,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (7/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5517,程正維  Ext.:28057,EE-0288,A
11,TC0-1-EAE02-D5518,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (8/8),,,,,,,,,,,,,,,A,XK71A-0CCB0-008,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0CCB0-008,TELEPHONE SYSTEM LAYOUT FOR MAIN CONTROL BUILDING (8/8),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5518,程正維  Ext.:28057,EE-0288,A
12,TC0-1-EAE02-D5711,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR DEMIN. WATER TREATMENT PLANT (1/2),,,,,,,,,,,,,,,A,XK71A-0DWT0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0DWT0-001,TELEPHONE SYSTEM LAYOUT FOR DEMIN. WATER TREATMENT PLANT (1/2),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5711,程正維  Ext.:28057,EE-0288,A
13,TC0-1-EAE02-D5712,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR DEMIN. WATER TREATMENT PLANT (2/2),,,,,,,,,,,,,,,A,XK71A-0DWT0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0DWT0-002,TELEPHONE SYSTEM LAYOUT FOR DEMIN. WATER TREATMENT PLANT (2/2),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5712,程正維  Ext.:28057,EE-0288,A
14,TC0-1-EAE02-D5411,,,,,,A,TELEPHONE SYSTEM LAYOUT FOR EDG BLDG. (1/2),,,,,,,,,,,,,,,A,XK71A-0EDG0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1031,TPC-TC(C0)-CD-22-1031,IFA,2022/10/07,2022/09/07,XK71A-0EDG0-001,TELEPHONE SYSTEM LAYOUT FOR EDG BLDG. (1/2),A,A,TELEPHONE SYSTEM,TC0-1-EAE02-D5411,程正維  Ext.:28057,EE-0288,A
