,TRANSMITTALNO,CTCIDOCNO,VENDORDOCNO,CLIENTDOCNO,DOCVERSIONDESC,DOCREV,REVDATE,ISSUEPURPOSE,IFDPLAN,ISSUEDATE,RETUREDATE,TAGNO,SUBMITENGINEER,DESCRIPTION
0,HT-D1-CTC-GEL-22-0024,F0003-BEC-0132,BEC -1326CTC - 7304,HT0-1-BSC01-D6784,Electrical Control Panel Arrangement(For Personnel Hoist),A,2022/01/03,IFA,,,2022/02/14,,,HRSG Chimney - Electrical Control Panel Arrangement (For Personnel Hoist) 煙囪電梯控制盤
