,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-ELE02-C5301,,,,,,A,LIGHTING LOAD SCHEDULE FOR INDUSTRIAL WASTE STORAGE AREA,,,,,,,,,,,,,,,A,XK62A-0IWS0-001,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1532,TPC-TC(C0)-CD-22-1532,IFA,2022/11/26,2022/10/27,XK62A-0IWS0-001,LIGHTING LOAD SCHEDULE FOR INDUSTRIAL WASTE STORAGE AREA,A,A,LIGHTING AND RECEPTACLE LOAD SCHEDULE FOR WSA,TC0-1-ELE02-C5301,程正維  Ext.:28057,EE-0258,A
1,TC0-1-ELE02-C5311,,,,,,A,RECEPTACLE LOAD SCHEDULE FOR INDUSTRIAL WASTE STORAGE AREA,,,,,,,,,,,,,,,A,XK62A-0IWS0-101,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1532,TPC-TC(C0)-CD-22-1532,IFA,2022/11/26,2022/10/27,XK62A-0IWS0-101,RECEPTACLE LOAD SCHEDULE FOR INDUSTRIAL WASTE STORAGE AREA,A,A,LIGHTING AND RECEPTACLE LOAD SCHEDULE FOR WSA,TC0-1-ELE02-C5311,程正維  Ext.:28057,EE-0258,A
