,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-TMM02-A9603,,,,,,A,Recommended Spare Parts List for Three Years of Operation for Rotary Pump,,,,,,,,,,,,,,,A,M0004-SHAW-9603,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0738,TPC-TC(C0)-CD-22-0738,IFA,2022/08/27,2022/07/28,M0004-SHAW-9603,Recommended Spare Parts List for Three Years of Operation for Rotary Pump,A,A,"Recommended Spare Parts List/Installation, Operation and Maintenance Manual/Equipment Data Sheets and performance curve/Nameplate Drawing/Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump/Shop test and inspection procedure",TC0-1-TMM02-A9603,張銘洋  Ext.:24270,I,VDR-M0004-SHAW-0011
1,TC0-1-TMM02-M9604,,,,,,A,"Installation, Operation and Maintenance Manual for Rotary Pump",,,,,,,,,,,,,,,A,M0004-SHAW-9604,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0738,TPC-TC(C0)-CD-22-0738,IFA,2022/08/27,2022/07/28,M0004-SHAW-9604,"Installation, Operation and Maintenance Manual for Rotary Pump",A,A,"Recommended Spare Parts List/Installation, Operation and Maintenance Manual/Equipment Data Sheets and performance curve/Nameplate Drawing/Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump/Shop test and inspection procedure",TC0-1-TMM02-M9604,張銘洋  Ext.:24270,R,VDR-M0004-SHAW-0011
2,TC0-1-TMM02-S9605,,,,,,A,Equipment Data Sheets and performance curve for Rotary Pump,,,,,,,,,,,,,,,A,M0004-SHAW-9605,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0738,TPC-TC(C0)-CD-22-0738,IFA,2022/08/27,2022/07/28,M0004-SHAW-9605,Equipment Data Sheets and performance curve for Rotary Pump,A,A,"Recommended Spare Parts List/Installation, Operation and Maintenance Manual/Equipment Data Sheets and performance curve/Nameplate Drawing/Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump/Shop test and inspection procedure",TC0-1-TMM02-S9605,張銘洋  Ext.:24270,R,VDR-M0004-SHAW-0011
3,TC0-1-TMM02-D9609,,,,,,A,Nameplate Drawing for Rotary Pump,,,,,,,,,,,,,,,A,M0004-SHAW-9609,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0738,TPC-TC(C0)-CD-22-0738,IFA,2022/08/27,2022/07/28,M0004-SHAW-9609,Nameplate Drawing for Rotary Pump,A,A,"Recommended Spare Parts List/Installation, Operation and Maintenance Manual/Equipment Data Sheets and performance curve/Nameplate Drawing/Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump/Shop test and inspection procedure",TC0-1-TMM02-D9609,張銘洋  Ext.:24270,R,VDR-M0004-SHAW-0011
4,TC0-1-TMM02-S9610,,,,,,A,"Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump",,,,,,,,,,,,,,,A,M0004-SHAW-9610,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0738,TPC-TC(C0)-CD-22-0738,IFA,2022/08/27,2022/07/28,M0004-SHAW-9610,"Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump",A,A,"Recommended Spare Parts List/Installation, Operation and Maintenance Manual/Equipment Data Sheets and performance curve/Nameplate Drawing/Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump/Shop test and inspection procedure",TC0-1-TMM02-S9610,張銘洋  Ext.:24270,R,VDR-M0004-SHAW-0011
5,TC0-1-TMM02-R9624,,,,,,A,Shop test and inspection procedure,,,,,,,,,,,,,,,A,M0004-SHAW-9624,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0738,TPC-TC(C0)-CD-22-0738,IFA,2022/08/27,2022/07/28,M0004-SHAW-9624,Shop test and inspection procedure,A,A,"Recommended Spare Parts List/Installation, Operation and Maintenance Manual/Equipment Data Sheets and performance curve/Nameplate Drawing/Motor Data Sheets, Outline Drawing with Curve & Wiring and Connection Diagrams for Rotary Pump/Shop test and inspection procedure",TC0-1-TMM02-R9624,張銘洋  Ext.:24270,I,VDR-M0004-SHAW-0011
