,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TPC-TC(C0)-CD-23-2078,IFA,2023/07/20,2023/06/19,TC0-1-EQE02-D9001,Drawing for LCP of Sump Pump (TYPE B),D,A,Drawing for LCP of Sump Pump (TYPE B/C/D/E),TC0-1-EQE02-D9001,程正維  Ext.:28057,R,VDR-M0063-MJE-0025
1,TPC-TC(C0)-CD-23-2078,IFA,2023/07/20,2023/06/19,TC0-1-EQE02-D9002,Drawing for LCP of Sump Pump (TYPE C),D,A,Drawing for LCP of Sump Pump (TYPE B/C/D/E),TC0-1-EQE02-D9002,程正維  Ext.:28057,R,VDR-M0063-MJE-0025
2,TPC-TC(C0)-CD-23-2078,IFA,2023/07/20,2023/06/19,TC0-1-EQE02-D9003,Drawing for LCP of Sump Pump (TYPE D),D,A,Drawing for LCP of Sump Pump (TYPE B/C/D/E),TC0-1-EQE02-D9003,程正維  Ext.:28057,R,VDR-M0063-MJE-0025
3,TPC-TC(C0)-CD-23-2078,IFA,2023/07/20,2023/06/19,TC0-1-EQE02-D9004,Drawing for LCP of Sump Pump (TYPE E),D,A,Drawing for LCP of Sump Pump (TYPE B/C/D/E),TC0-1-EQE02-D9004,程正維  Ext.:28057,R,VDR-M0063-MJE-0025
