,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
0,TC0-1-UZC02-D6881,,,,,,B,LUBE OIL STORAGE WAREHOUSE (BLD-3105) HVAC EQUIPMENT CONTROL FLOW AND WIRE DIAGRAM,,,,,,,,,,,,,,,A,XF71C-3100-581,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1350,TPC-TC(C0)-CD-22-1350,IFA,2022/11/12,2022/10/13,XF71C-3100-581,LUBE OIL STORAGE WAREHOUSE (BLD-3105) HVAC EQUIPMENT CONTROL FLOW AND WIRE DIAGRAM,B,A,Lube Oil Storage Warehouse (BLD-3105) - HVAC System - 控制_RB,TC0-1-UZC02-D6881,陳博仁  Ext.:23341,CB-0448,A
1,TC0-1-UZC02-D6882,,,,,,B,LUBE OIL STORAGE WAREHOUSE (BLD-3105) HVAC CONTROL SYSTEM I/O LIST,,,,,,,,,,,,,,,A,XF71C-3100-582,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1350,TPC-TC(C0)-CD-22-1350,IFA,2022/11/12,2022/10/13,XF71C-3100-582,LUBE OIL STORAGE WAREHOUSE (BLD-3105) HVAC CONTROL SYSTEM I/O LIST,B,A,Lube Oil Storage Warehouse (BLD-3105) - HVAC System - 控制_RB,TC0-1-UZC02-D6882,陳博仁  Ext.:23341,CB-0448,A
