,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,RETUREDATE,ISSUEDATE,CTCIDOCNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,DOCDOCCLASS,REVIEW
0,TC0-1-EQE02-D9001,,,,,,A,Drawing for LCP of Sump Pump (TYPE B),,,,,,,,,,,,,,,A,TC0-1-EQE02-D9001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1566,TPC-TC(C0)-CD-22-1566,IFA,2022/11/30,2022/10/31,TC0-1-EQE02-D9001,Drawing for LCP of Sump Pump (TYPE B),A,A,"Drawing for LCP of Sump Pump (TYPE B, C, D, E)",TC0-1-EQE02-D9001,程正維  Ext.:28057,R,VDR-M0063-MJE-0006
1,TC0-1-EQE02-D9002,,,,,,A,Drawing for LCP of Sump Pump (TYPE C),,,,,,,,,,,,,,,A,TC0-1-EQE02-D9002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1566,TPC-TC(C0)-CD-22-1566,IFA,2022/11/30,2022/10/31,TC0-1-EQE02-D9002,Drawing for LCP of Sump Pump (TYPE C),A,A,"Drawing for LCP of Sump Pump (TYPE B, C, D, E)",TC0-1-EQE02-D9002,程正維  Ext.:28057,R,VDR-M0063-MJE-0006
2,TC0-1-EQE02-D9003,,,,,,A,Drawing for LCP of Sump Pump (TYPE D),,,,,,,,,,,,,,,A,TC0-1-EQE02-D9003,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1566,TPC-TC(C0)-CD-22-1566,IFA,2022/11/30,2022/10/31,TC0-1-EQE02-D9003,Drawing for LCP of Sump Pump (TYPE D),A,A,"Drawing for LCP of Sump Pump (TYPE B, C, D, E)",TC0-1-EQE02-D9003,程正維  Ext.:28057,R,VDR-M0063-MJE-0006
3,TC0-1-EQE02-D9004,,,,,,A,Drawing for LCP of Sump Pump (TYPE E),,,,,,,,,,,,,,,A,TC0-1-EQE02-D9004,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-1566,TPC-TC(C0)-CD-22-1566,IFA,2022/11/30,2022/10/31,TC0-1-EQE02-D9004,Drawing for LCP of Sump Pump (TYPE E),A,A,"Drawing for LCP of Sump Pump (TYPE B, C, D, E)",TC0-1-EQE02-D9004,程正維  Ext.:28057,R,VDR-M0063-MJE-0006
