,Customer Drawing No.,,,,,,Rev. ,Title of Description,,,,,,,,,,,,,,,Class,Drawing No.,,path,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO
0,TC0-1-EHE02-D5101,,,,,,A,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (1/2),,,,,,,,,,,,,,,A,XK31A-0DWT0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0068,TPC-TC(C0)-CD-22-0068,IFA,2022/02/25,2022/01/25,XK31A-0DWT0-001,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (1/2),A,A,"Electrical equipment layout - MCB, DWTP & CTER",TC0-1-EHE02-D5101,程正維  Ext.:28057,EE-0040
1,TC0-1-EHE02-D5102,,,,,,A,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (2/2),,,,,,,,,,,,,,,A,XK31A-0DWT0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0068,TPC-TC(C0)-CD-22-0068,IFA,2022/02/25,2022/01/25,XK31A-0DWT0-002,ELECTRICAL EQUIPMENT  LAYOUT-DEMIN. WATER TREATMENT PLANT (2/2),A,A,"Electrical equipment layout - MCB, DWTP & CTER",TC0-1-EHE02-D5102,程正維  Ext.:28057,EE-0040
2,TC0-1-EHE02-D5401,,,,,,A,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (1/2),,,,,,,,,,,,,,,A,XK31A-0MCB0-001,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0068,TPC-TC(C0)-CD-22-0068,IFA,2022/02/25,2022/01/25,XK31A-0MCB0-001,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (1/2),A,A,"Electrical equipment layout - MCB, DWTP & CTER",TC0-1-EHE02-D5401,程正維  Ext.:28057,EE-0040
3,TC0-1-EHE02-D5402,,,,,,A,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (2/2),,,,,,,,,,,,,,,A,XK31A-0MCB0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0068,TPC-TC(C0)-CD-22-0068,IFA,2022/02/25,2022/01/25,XK31A-0MCB0-002,ELECTRICAL EQUIPMENT  LAYOUT-MAIN CONTROL BLDG. (2/2),A,A,"Electrical equipment layout - MCB, DWTP & CTER",TC0-1-EHE02-D5402,程正維  Ext.:28057,EE-0040
4,TC0-1-EHE02-D5706,,,,,,A,ELECTRICAL EQUIPMENT  LAYOUT-345KV CABLE TUNNEL ELECTRICAL ROOM NO.2,,,,,,,,,,,,,,,A,XK31A-0TNR0-002,,//10.162.10.58/全處共用區/_Dwg/台中發電廠新建燃氣機組計畫/TPC-TC(C0)-CD-22-0068,TPC-TC(C0)-CD-22-0068,IFA,2022/02/25,2022/01/25,XK31A-0TNR0-002,ELECTRICAL EQUIPMENT  LAYOUT-345KV CABLE TUNNEL ELECTRICAL ROOM NO.2,A,A,"Electrical equipment layout - MCB, DWTP & CTER",TC0-1-EHE02-D5706,程正維  Ext.:28057,EE-0040
